date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:47	12260/12260	---M-Z	200	added ('OK')	application/font-woff	etag:%221ceb05e196449fc85744de3fda299f7f-df%22	http://arco.bitballoon.com/fonts/linea-basic-10.woff	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/linea-basic-10.woff	(from http://arco.bitballoon.com/css/plugins/linea-basic.css)
12:54:47	21478/21478	---M-Z	200	added ('OK')	application/octet-stream	etag:%22256842064c5e8c3812f63e4e66e77d61-df%22	http://arco.bitballoon.com/fonts/linea-basic-10.eot?	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/linea-basic-10d41d.eot	(from http://arco.bitballoon.com/css/plugins/linea-basic.css)
12:54:51	21478/21478	---M-Z	200	added ('OK')	application/octet-stream	etag:%22256842064c5e8c3812f63e4e66e77d61-df%22	http://arco.bitballoon.com/fonts/linea-basic-10.eot	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/linea-basic-10.eot	(from http://arco.bitballoon.com/css/plugins/linea-basic.css)
12:54:51	105/105	---M-Z	404	error ('Not%20Found')	text/html	etag:1528992539-df	http://arco.bitballoon.com/fonts/linea-basic-10.svg	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/linea-basic-10.svg	(from http://arco.bitballoon.com/css/plugins/linea-basic.css)
12:54:51	21284/21284	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f2e994983d2f8dbe2c0421047cfcefbe-df%22	http://arco.bitballoon.com/fonts/linea-basic-10.ttf	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/linea-basic-10.ttf	(from http://arco.bitballoon.com/css/plugins/linea-basic.css)
12:55:02	98620/98620	---MCZ	200	added ('OK')	application/octet-stream	etag:%227b9d10dfb228b9f63a0a7e944ab125ec-df%22	http://arco.bitballoon.com/fonts/fa-brands-400.eot	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-brands-400.eot	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:03	63712/63712	---MCZ	200	added ('OK')	application/font-woff	etag:%229c17fcc499bfaa0e8277ab673ed7edf0-df%22	http://arco.bitballoon.com/fonts/fa-brands-400.woff	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-brands-400.woff	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:04	98620/98620	---M-Z	200	added ('OK')	application/octet-stream	etag:%227b9d10dfb228b9f63a0a7e944ab125ec-df%22	http://arco.bitballoon.com/fonts/fa-brands-400.eot?	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-brands-400d41d.eot	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:04	105/105	---M-Z	404	error ('Not%20Found')	text/html	etag:1528992539-df	http://arco.bitballoon.com/fonts/fa-brands-400.svg	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-brands-400.svg	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:05	54420/54420	---M--	200	added ('OK')	font/woff2	etag:%22bfceff11fac00017345d66f1ad2d1359%22	http://arco.bitballoon.com/fonts/fa-brands-400.woff2	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-brands-400.woff2	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:05	31156/31156	---M-Z	200	added ('OK')	application/octet-stream	etag:%226cf12bd278f711daf5fd9d876a6d77b4-df%22	http://arco.bitballoon.com/fonts/fa-regular-400.eot	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-regular-400.eot	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:07	12220/12220	---M--	200	added ('OK')	font/woff2	etag:%228f6c0ec3d38f55efcf5acaf11cf545af%22	http://arco.bitballoon.com/fonts/fa-regular-400.woff2	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-regular-400.woff2	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:09	14712/14712	---M-Z	200	added ('OK')	application/font-woff	etag:%22a2ce2be8e3a3d306e845c11c8d103c37-df%22	http://arco.bitballoon.com/fonts/fa-regular-400.woff	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-regular-400.woff	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:09	30928/30928	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%229e04cd8dfdd44c3eb70bd919e3fe5cdf-df%22	http://arco.bitballoon.com/fonts/fa-regular-400.ttf	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-regular-400.ttf	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:10	105/105	---M-Z	404	error ('Not%20Found')	text/html	etag:1528992539-df	http://arco.bitballoon.com/fonts/fa-regular-400.svg	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-regular-400.svg	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:10	31156/31156	---M-Z	200	added ('OK')	application/octet-stream	etag:%226cf12bd278f711daf5fd9d876a6d77b4-df%22	http://arco.bitballoon.com/fonts/fa-regular-400.eot?	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-regular-400d41d.eot	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:16	102152/102152	---MCZ	200	added ('OK')	application/octet-stream	etag:%227c7188a2acc917c705fc2eb89843f700-df%22	http://arco.bitballoon.com/fonts/fa-solid-900.eot	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-solid-900.eot	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:17	102152/102152	---M-Z	200	added ('OK')	application/octet-stream	etag:%227c7188a2acc917c705fc2eb89843f700-df%22	http://arco.bitballoon.com/fonts/fa-solid-900.eot?	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-solid-900d41d.eot	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:17	38784/38784	---M--	200	added ('OK')	font/woff2	etag:%22d2219f38f5be8a3cc61db18cd7ed053d%22	http://arco.bitballoon.com/fonts/fa-solid-900.woff2	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-solid-900.woff2	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:18	98384/98384	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22c8fe19160a814c7874b3e4b96c002bea-df%22	http://arco.bitballoon.com/fonts/fa-brands-400.ttf	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-brands-400.ttf	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:19	105/105	---M-Z	404	error ('Not%20Found')	text/html	etag:1528992539-df	http://arco.bitballoon.com/fonts/fa-solid-900.svg	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-solid-900.svg	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:20	105/105	---M-Z	404	error ('Not%20Found')	text/html	etag:1528992539-df	http://arco.bitballoon.com/css/images/close.png	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/images/close.png	(from http://arco.bitballoon.com/css/plugins/YouTubePopUp.css)
12:55:21	105/105	---M-Z	404	error ('Not%20Found')	text/html	etag:1528992539-df	http://arco.bitballoon.com/css/plugins/owl.video.play.png	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/owl.video.play.png	(from http://arco.bitballoon.com/css/plugins/owl.carousel.min.css)
12:55:22	101932/101932	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2234df33b0a5815126e041abb298082867-df%22	http://arco.bitballoon.com/fonts/fa-solid-900.ttf	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-solid-900.ttf	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
12:55:23	48704/48704	---M-Z	200	added ('OK')	application/font-woff	etag:%2289bb65ecb0377d3604ee994d6ec5f424-df%22	http://arco.bitballoon.com/fonts/fa-solid-900.woff	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/fonts/fa-solid-900.woff	(from http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css)
